,Timegrp,DayOfWeek,Incident
0,22-24,Monday,1
1,22-24,Monday,1
2,22-24,Monday,1
3,22-24,Monday,1
4,22-24,Monday,1
5,22-24,Monday,1
6,22-24,Monday,1
7,22-24,Monday,1
8,22-24,Monday,1
9,22-24,Monday,1
10,22-24,Monday,1
11,22-24,Monday,1
12,22-24,Monday,1
13,22-24,Monday,1
14,22-24,Monday,1
15,22-24,Monday,1
16,22-24,Monday,1
17,22-24,Monday,1
18,22-24,Monday,1
19,22-24,Monday,1
20,22-24,Monday,1
21,22-24,Monday,1
22,22-24,Monday,1
23,22-24,Monday,1
24,22-24,Monday,1
25,22-24,Monday,1
26,22-24,Monday,1
27,22-24,Monday,1
28,22-24,Monday,1
29,22-24,Monday,1
30,22-24,Monday,1
31,22-24,Monday,1
32,22-24,Monday,1
33,22-24,Monday,1
34,22-24,Monday,1
35,22-24,Monday,1
36,22-24,Monday,1
37,22-24,Monday,1
38,22-24,Monday,1
39,22-24,Monday,1
40,22-24,Monday,1
41,22-24,Monday,1
42,22-24,Monday,1
43,22-24,Monday,1
44,22-24,Monday,1
45,22-24,Monday,1
46,22-24,Monday,1
47,22-24,Monday,1
48,22-24,Monday,1
49,22-24,Monday,1
50,22-24,Monday,1
51,22-24,Monday,1
52,22-24,Monday,1
53,22-24,Monday,1
54,22-24,Monday,1
55,22-24,Monday,1
56,22-24,Monday,1
57,22-24,Monday,1
58,22-24,Monday,1
59,22-24,Monday,1
60,22-24,Monday,1
61,22-24,Monday,1
62,22-24,Monday,1
63,22-24,Tuesday,1
64,22-24,Tuesday,1
65,22-24,Tuesday,1
66,22-24,Tuesday,1
67,22-24,Tuesday,1
68,22-24,Tuesday,1
69,22-24,Tuesday,1
70,22-24,Tuesday,1
71,22-24,Tuesday,1
72,22-24,Tuesday,1
73,22-24,Tuesday,1
74,22-24,Tuesday,1
75,22-24,Tuesday,1
76,22-24,Tuesday,1
77,22-24,Tuesday,1
78,22-24,Tuesday,1
79,22-24,Tuesday,1
80,22-24,Tuesday,1
81,22-24,Tuesday,1
82,22-24,Tuesday,1
83,22-24,Tuesday,1
84,22-24,Tuesday,1
85,22-24,Tuesday,1
86,22-24,Tuesday,1
87,22-24,Tuesday,1
88,22-24,Tuesday,1
89,22-24,Tuesday,1
90,22-24,Tuesday,1
91,22-24,Tuesday,1
92,22-24,Tuesday,1
93,22-24,Tuesday,1
94,22-24,Tuesday,1
95,22-24,Tuesday,1
96,22-24,Tuesday,1
97,22-24,Tuesday,1
98,22-24,Tuesday,1
99,22-24,Tuesday,1
100,22-24,Tuesday,1
101,22-24,Tuesday,1
102,22-24,Tuesday,1
103,22-24,Tuesday,1
104,22-24,Tuesday,1
105,22-24,Tuesday,1
106,22-24,Tuesday,1
107,22-24,Tuesday,1
108,22-24,Tuesday,1
109,22-24,Tuesday,1
110,22-24,Tuesday,1
111,22-24,Tuesday,1
112,22-24,Tuesday,1
113,22-24,Tuesday,1
114,22-24,Tuesday,1
115,22-24,Tuesday,1
116,22-24,Tuesday,1
117,22-24,Tuesday,1
118,22-24,Tuesday,1
119,22-24,Tuesday,1
120,22-24,Tuesday,1
121,22-24,Tuesday,1
122,22-24,Tuesday,1
123,22-24,Tuesday,1
124,22-24,Tuesday,1
125,22-24,Tuesday,1
126,22-24,Tuesday,1
127,22-24,Tuesday,1
128,22-24,Tuesday,1
129,22-24,Tuesday,1
130,22-24,Tuesday,1
131,22-24,Tuesday,1
132,22-24,Tuesday,1
133,22-24,Tuesday,1
134,22-24,Tuesday,1
135,22-24,Tuesday,1
136,22-24,Tuesday,1
137,22-24,Tuesday,1
138,22-24,Tuesday,1
139,22-24,Wednesday,1
140,22-24,Wednesday,1
141,22-24,Wednesday,1
142,22-24,Wednesday,1
143,22-24,Wednesday,1
144,22-24,Wednesday,1
145,22-24,Wednesday,1
146,22-24,Wednesday,1
147,22-24,Wednesday,1
148,22-24,Wednesday,1
149,22-24,Wednesday,1
150,22-24,Wednesday,1
151,22-24,Wednesday,1
152,22-24,Wednesday,1
153,22-24,Wednesday,1
154,22-24,Wednesday,1
155,22-24,Wednesday,1
156,22-24,Wednesday,1
157,22-24,Wednesday,1
158,22-24,Wednesday,1
159,22-24,Wednesday,1
160,22-24,Wednesday,1
161,22-24,Wednesday,1
162,22-24,Wednesday,1
163,22-24,Wednesday,1
164,22-24,Wednesday,1
165,22-24,Wednesday,1
166,22-24,Wednesday,1
167,22-24,Wednesday,1
168,22-24,Wednesday,1
169,22-24,Wednesday,1
170,22-24,Wednesday,1
171,22-24,Wednesday,1
172,22-24,Wednesday,1
173,22-24,Wednesday,1
174,22-24,Wednesday,1
175,22-24,Wednesday,1
176,22-24,Wednesday,1
177,22-24,Wednesday,1
178,22-24,Wednesday,1
179,22-24,Wednesday,1
180,22-24,Wednesday,1
181,22-24,Wednesday,1
182,22-24,Wednesday,1
183,22-24,Wednesday,1
184,22-24,Wednesday,1
185,22-24,Wednesday,1
186,22-24,Wednesday,1
187,22-24,Wednesday,1
188,22-24,Wednesday,1
189,22-24,Wednesday,1
190,22-24,Wednesday,1
191,22-24,Wednesday,1
192,22-24,Wednesday,1
193,22-24,Wednesday,1
194,22-24,Wednesday,1
195,22-24,Wednesday,1
196,22-24,Wednesday,1
197,22-24,Wednesday,1
198,22-24,Wednesday,1
199,22-24,Wednesday,1
200,22-24,Wednesday,1
201,22-24,Wednesday,1
202,22-24,Wednesday,1
203,22-24,Wednesday,1
204,22-24,Wednesday,1
205,22-24,Wednesday,1
206,22-24,Wednesday,1
207,22-24,Wednesday,1
208,22-24,Wednesday,1
209,22-24,Wednesday,1
210,22-24,Wednesday,1
211,22-24,Wednesday,1
212,22-24,Wednesday,1
213,22-24,Wednesday,1
214,22-24,Thursday,1
215,22-24,Thursday,1
216,22-24,Thursday,1
217,22-24,Thursday,1
218,22-24,Thursday,1
219,22-24,Thursday,1
220,22-24,Thursday,1
221,22-24,Thursday,1
222,22-24,Thursday,1
223,22-24,Thursday,1
224,22-24,Thursday,1
225,22-24,Thursday,1
226,22-24,Thursday,1
227,22-24,Thursday,1
228,22-24,Thursday,1
229,22-24,Thursday,1
230,22-24,Thursday,1
231,22-24,Thursday,1
232,22-24,Thursday,1
233,22-24,Thursday,1
234,22-24,Thursday,1
235,22-24,Thursday,1
236,22-24,Thursday,1
237,22-24,Thursday,1
238,22-24,Thursday,1
239,22-24,Thursday,1
240,22-24,Thursday,1
241,22-24,Thursday,1
242,22-24,Thursday,1
243,22-24,Thursday,1
244,22-24,Thursday,1
245,22-24,Thursday,1
246,22-24,Thursday,1
247,22-24,Thursday,1
248,22-24,Thursday,1
249,22-24,Thursday,1
250,22-24,Thursday,1
251,22-24,Thursday,1
252,22-24,Thursday,1
253,22-24,Thursday,1
254,22-24,Thursday,1
255,22-24,Thursday,1
256,22-24,Thursday,1
257,22-24,Thursday,1
258,22-24,Thursday,1
259,22-24,Thursday,1
260,22-24,Thursday,1
261,22-24,Thursday,1
262,22-24,Thursday,1
263,22-24,Thursday,1
264,22-24,Thursday,1
265,22-24,Thursday,1
266,22-24,Thursday,1
267,22-24,Thursday,1
268,22-24,Thursday,1
269,22-24,Thursday,1
270,22-24,Thursday,1
271,22-24,Thursday,1
272,22-24,Thursday,1
273,22-24,Thursday,1
274,22-24,Thursday,1
275,22-24,Thursday,1
276,22-24,Thursday,1
277,22-24,Thursday,1
278,22-24,Thursday,1
279,22-24,Thursday,1
280,22-24,Thursday,1
281,22-24,Thursday,1
282,22-24,Thursday,1
283,22-24,Thursday,1
284,22-24,Thursday,1
285,22-24,Thursday,1
286,22-24,Thursday,1
287,22-24,Thursday,1
288,22-24,Thursday,1
289,22-24,Thursday,1
290,22-24,Thursday,1
291,22-24,Thursday,1
292,22-24,Friday,1
293,22-24,Friday,1
294,22-24,Friday,1
295,22-24,Friday,1
296,22-24,Friday,1
297,22-24,Friday,1
298,22-24,Friday,1
299,22-24,Friday,1
300,22-24,Friday,1
301,22-24,Friday,1
302,22-24,Friday,1
303,22-24,Friday,1
304,22-24,Friday,1
305,22-24,Friday,1
306,22-24,Friday,1
307,22-24,Friday,1
308,22-24,Friday,1
309,22-24,Friday,1
310,22-24,Friday,1
311,22-24,Friday,1
312,22-24,Friday,1
313,22-24,Friday,1
314,22-24,Friday,1
315,22-24,Friday,1
316,22-24,Friday,1
317,22-24,Friday,1
318,22-24,Friday,1
319,22-24,Friday,1
320,22-24,Friday,1
321,22-24,Friday,1
322,22-24,Friday,1
323,22-24,Friday,1
324,22-24,Friday,1
325,22-24,Friday,1
326,22-24,Friday,1
327,22-24,Friday,1
328,22-24,Friday,1
329,22-24,Friday,1
330,22-24,Friday,1
331,22-24,Friday,1
332,22-24,Friday,1
333,22-24,Friday,1
334,22-24,Friday,1
335,22-24,Friday,1
336,22-24,Friday,1
337,22-24,Friday,1
338,22-24,Friday,1
339,22-24,Friday,1
340,22-24,Friday,1
341,22-24,Friday,1
342,22-24,Friday,1
343,22-24,Friday,1
344,22-24,Friday,1
345,22-24,Friday,1
346,22-24,Friday,1
347,22-24,Friday,1
348,22-24,Friday,1
349,22-24,Friday,1
350,22-24,Friday,1
351,22-24,Friday,1
352,22-24,Friday,1
353,22-24,Friday,1
354,22-24,Friday,1
355,22-24,Friday,1
356,22-24,Friday,1
357,22-24,Friday,1
358,22-24,Friday,1
359,22-24,Friday,1
360,22-24,Friday,1
361,22-24,Friday,1
362,22-24,Friday,1
363,22-24,Friday,1
364,22-24,Friday,1
365,22-24,Friday,1
366,22-24,Friday,1
367,22-24,Friday,1
368,22-24,Friday,1
369,22-24,Friday,1
370,22-24,Friday,1
371,22-24,Friday,1
372,22-24,Friday,1
373,22-24,Friday,1
374,22-24,Friday,1
375,22-24,Friday,1
376,22-24,Friday,1
377,22-24,Friday,1
378,22-24,Friday,1
379,22-24,Friday,1
380,22-24,Friday,1
381,22-24,Friday,1
382,22-24,Friday,1
383,22-24,Friday,1
384,22-24,Friday,1
385,22-24,Friday,1
386,22-24,Friday,1
387,22-24,Friday,1
388,22-24,Friday,1
389,22-24,Friday,1
390,22-24,Friday,1
391,22-24,Friday,1
392,22-24,Friday,1
393,22-24,Friday,1
394,22-24,Friday,1
395,22-24,Friday,1
396,22-24,Friday,1
397,22-24,Friday,1
398,22-24,Friday,1
399,22-24,Saturday,1
400,22-24,Saturday,1
401,22-24,Saturday,1
402,22-24,Saturday,1
403,22-24,Saturday,1
404,22-24,Saturday,1
405,22-24,Saturday,1
406,22-24,Saturday,1
407,22-24,Saturday,1
408,22-24,Saturday,1
409,22-24,Saturday,1
410,22-24,Saturday,1
411,22-24,Saturday,1
412,22-24,Saturday,1
413,22-24,Saturday,1
414,22-24,Saturday,1
415,22-24,Saturday,1
416,22-24,Saturday,1
417,22-24,Saturday,1
418,22-24,Saturday,1
419,22-24,Saturday,1
420,22-24,Saturday,1
421,22-24,Saturday,1
422,22-24,Saturday,1
423,22-24,Saturday,1
424,22-24,Saturday,1
425,22-24,Saturday,1
426,22-24,Saturday,1
427,22-24,Saturday,1
428,22-24,Saturday,1
429,22-24,Saturday,1
430,22-24,Saturday,1
431,22-24,Saturday,1
432,22-24,Saturday,1
433,22-24,Saturday,1
434,22-24,Saturday,1
435,22-24,Saturday,1
436,22-24,Saturday,1
437,22-24,Saturday,1
438,22-24,Saturday,1
439,22-24,Saturday,1
440,22-24,Saturday,1
441,22-24,Saturday,1
442,22-24,Saturday,1
443,22-24,Saturday,1
444,22-24,Saturday,1
445,22-24,Saturday,1
446,22-24,Saturday,1
447,22-24,Saturday,1
448,22-24,Saturday,1
449,22-24,Saturday,1
450,22-24,Saturday,1
451,22-24,Saturday,1
452,22-24,Saturday,1
453,22-24,Saturday,1
454,22-24,Saturday,1
455,22-24,Saturday,1
456,22-24,Saturday,1
457,22-24,Saturday,1
458,22-24,Saturday,1
459,22-24,Saturday,1
460,22-24,Saturday,1
461,22-24,Saturday,1
462,22-24,Saturday,1
463,22-24,Saturday,1
464,22-24,Saturday,1
465,22-24,Saturday,1
466,22-24,Saturday,1
467,22-24,Saturday,1
468,22-24,Saturday,1
469,22-24,Saturday,1
470,22-24,Saturday,1
471,22-24,Saturday,1
472,22-24,Saturday,1
473,22-24,Saturday,1
474,22-24,Saturday,1
475,22-24,Saturday,1
476,22-24,Saturday,1
477,22-24,Saturday,1
478,22-24,Saturday,1
479,22-24,Saturday,1
480,22-24,Saturday,1
481,22-24,Saturday,1
482,22-24,Saturday,1
483,22-24,Saturday,1
484,22-24,Saturday,1
485,22-24,Saturday,1
486,22-24,Saturday,1
487,22-24,Saturday,1
488,22-24,Saturday,1
489,22-24,Saturday,1
490,22-24,Saturday,1
491,22-24,Saturday,1
492,22-24,Saturday,1
493,22-24,Saturday,1
494,22-24,Saturday,1
495,22-24,Saturday,1
496,22-24,Saturday,1
497,22-24,Saturday,1
498,22-24,Saturday,1
499,22-24,Saturday,1
500,22-24,Saturday,1
501,22-24,Saturday,1
502,22-24,Saturday,1
503,22-24,Saturday,1
504,22-24,Saturday,1
505,22-24,Saturday,1
506,22-24,Saturday,1
507,22-24,Saturday,1
508,22-24,Saturday,1
509,22-24,Saturday,1
510,22-24,Saturday,1
511,22-24,Saturday,1
512,22-24,Saturday,1
513,22-24,Saturday,1
514,22-24,Saturday,1
515,22-24,Saturday,1
516,22-24,Saturday,1
517,22-24,Saturday,1
518,22-24,Saturday,1
519,22-24,Saturday,1
520,22-24,Saturday,1
521,22-24,Saturday,1
522,22-24,Saturday,1
523,22-24,Saturday,1
524,22-24,Saturday,1
525,22-24,Saturday,1
526,22-24,Saturday,1
527,22-24,Saturday,1
528,22-24,Saturday,1
529,22-24,Saturday,1
530,22-24,Saturday,1
531,22-24,Saturday,1
532,22-24,Saturday,1
533,22-24,Saturday,1
534,22-24,Saturday,1
535,22-24,Saturday,1
536,22-24,Sunday,1
537,22-24,Sunday,1
538,22-24,Sunday,1
539,22-24,Sunday,1
540,22-24,Sunday,1
541,22-24,Sunday,1
542,22-24,Sunday,1
543,22-24,Sunday,1
544,22-24,Sunday,1
545,22-24,Sunday,1
546,22-24,Sunday,1
547,22-24,Sunday,1
548,22-24,Sunday,1
549,22-24,Sunday,1
550,22-24,Sunday,1
551,22-24,Sunday,1
552,22-24,Sunday,1
553,22-24,Sunday,1
554,22-24,Sunday,1
555,22-24,Sunday,1
556,22-24,Sunday,1
557,22-24,Sunday,1
558,22-24,Sunday,1
559,22-24,Sunday,1
560,22-24,Sunday,1
561,22-24,Sunday,1
562,22-24,Sunday,1
563,22-24,Sunday,1
564,22-24,Sunday,1
565,22-24,Sunday,1
566,22-24,Sunday,1
567,22-24,Sunday,1
568,22-24,Sunday,1
569,22-24,Sunday,1
570,22-24,Sunday,1
571,22-24,Sunday,1
572,22-24,Sunday,1
573,22-24,Sunday,1
574,22-24,Sunday,1
575,22-24,Sunday,1
576,22-24,Sunday,1
577,22-24,Sunday,1
578,22-24,Sunday,1
579,22-24,Sunday,1
580,22-24,Sunday,1
581,22-24,Sunday,1
582,22-24,Sunday,1
583,22-24,Sunday,1
584,22-24,Sunday,1
585,22-24,Sunday,1
586,22-24,Sunday,1
587,22-24,Sunday,1
588,22-24,Sunday,1
589,22-24,Sunday,1
590,22-24,Sunday,1
591,22-24,Sunday,1
592,22-24,Sunday,1
593,22-24,Sunday,1
594,22-24,Sunday,1
595,22-24,Sunday,1
596,22-24,Sunday,1
597,22-24,Sunday,1
598,22-24,Sunday,1
599,22-24,Sunday,1
600,22-24,Sunday,1
601,22-24,Sunday,1
602,20-22,Monday,1
603,20-22,Monday,1
604,20-22,Monday,1
605,20-22,Monday,1
606,20-22,Monday,1
607,20-22,Monday,1
608,20-22,Monday,1
609,20-22,Monday,1
610,20-22,Monday,1
611,20-22,Monday,1
612,20-22,Monday,1
613,20-22,Monday,1
614,20-22,Monday,1
615,20-22,Monday,1
616,20-22,Monday,1
617,20-22,Monday,1
618,20-22,Monday,1
619,20-22,Monday,1
620,20-22,Monday,1
621,20-22,Monday,1
622,20-22,Monday,1
623,20-22,Monday,1
624,20-22,Monday,1
625,20-22,Monday,1
626,20-22,Monday,1
627,20-22,Monday,1
628,20-22,Monday,1
629,20-22,Monday,1
630,20-22,Monday,1
631,20-22,Monday,1
632,20-22,Monday,1
633,20-22,Monday,1
634,20-22,Monday,1
635,20-22,Monday,1
636,20-22,Monday,1
637,20-22,Monday,1
638,20-22,Monday,1
639,20-22,Monday,1
640,20-22,Monday,1
641,20-22,Monday,1
642,20-22,Monday,1
643,20-22,Monday,1
644,20-22,Monday,1
645,20-22,Monday,1
646,20-22,Monday,1
647,20-22,Monday,1
648,20-22,Monday,1
649,20-22,Monday,1
650,20-22,Monday,1
651,20-22,Monday,1
652,20-22,Monday,1
653,20-22,Monday,1
654,20-22,Monday,1
655,20-22,Monday,1
656,20-22,Monday,1
657,20-22,Monday,1
658,20-22,Monday,1
659,20-22,Monday,1
660,20-22,Monday,1
661,20-22,Monday,1
662,20-22,Monday,1
663,20-22,Monday,1
664,20-22,Monday,1
665,20-22,Monday,1
666,20-22,Monday,1
667,20-22,Monday,1
668,20-22,Monday,1
669,20-22,Monday,1
670,20-22,Monday,1
671,20-22,Monday,1
672,20-22,Monday,1
673,20-22,Monday,1
674,20-22,Monday,1
675,20-22,Monday,1
676,20-22,Monday,1
677,20-22,Monday,1
678,20-22,Monday,1
679,20-22,Monday,1
680,20-22,Monday,1
681,20-22,Monday,1
682,20-22,Monday,1
683,20-22,Monday,1
684,20-22,Monday,1
685,20-22,Monday,1
686,20-22,Monday,1
687,20-22,Monday,1
688,20-22,Monday,1
689,20-22,Monday,1
690,20-22,Monday,1
691,20-22,Monday,1
692,20-22,Monday,1
693,20-22,Monday,1
694,20-22,Monday,1
695,20-22,Monday,1
696,20-22,Monday,1
697,20-22,Monday,1
698,20-22,Monday,1
699,20-22,Monday,1
700,20-22,Monday,1
701,20-22,Monday,1
702,20-22,Monday,1
703,20-22,Monday,1
704,20-22,Monday,1
705,20-22,Monday,1
706,20-22,Monday,1
707,20-22,Monday,1
708,20-22,Monday,1
709,20-22,Monday,1
710,20-22,Monday,1
711,20-22,Monday,1
712,20-22,Monday,1
713,20-22,Monday,1
714,20-22,Monday,1
715,20-22,Monday,1
716,20-22,Monday,1
717,20-22,Tuesday,1
718,20-22,Tuesday,1
719,20-22,Tuesday,1
720,20-22,Tuesday,1
721,20-22,Tuesday,1
722,20-22,Tuesday,1
723,20-22,Tuesday,1
724,20-22,Tuesday,1
725,20-22,Tuesday,1
726,20-22,Tuesday,1
727,20-22,Tuesday,1
728,20-22,Tuesday,1
729,20-22,Tuesday,1
730,20-22,Tuesday,1
731,20-22,Tuesday,1
732,20-22,Tuesday,1
733,20-22,Tuesday,1
734,20-22,Tuesday,1
735,20-22,Tuesday,1
736,20-22,Tuesday,1
737,20-22,Tuesday,1
738,20-22,Tuesday,1
739,20-22,Tuesday,1
740,20-22,Tuesday,1
741,20-22,Tuesday,1
742,20-22,Tuesday,1
743,20-22,Tuesday,1
744,20-22,Tuesday,1
745,20-22,Tuesday,1
746,20-22,Tuesday,1
747,20-22,Tuesday,1
748,20-22,Tuesday,1
749,20-22,Tuesday,1
750,20-22,Tuesday,1
751,20-22,Tuesday,1
752,20-22,Tuesday,1
753,20-22,Tuesday,1
754,20-22,Tuesday,1
755,20-22,Tuesday,1
756,20-22,Tuesday,1
757,20-22,Tuesday,1
758,20-22,Tuesday,1
759,20-22,Tuesday,1
760,20-22,Tuesday,1
761,20-22,Tuesday,1
762,20-22,Tuesday,1
763,20-22,Tuesday,1
764,20-22,Tuesday,1
765,20-22,Tuesday,1
766,20-22,Tuesday,1
767,20-22,Tuesday,1
768,20-22,Tuesday,1
769,20-22,Tuesday,1
770,20-22,Tuesday,1
771,20-22,Tuesday,1
772,20-22,Tuesday,1
773,20-22,Tuesday,1
774,20-22,Tuesday,1
775,20-22,Tuesday,1
776,20-22,Tuesday,1
777,20-22,Tuesday,1
778,20-22,Tuesday,1
779,20-22,Tuesday,1
780,20-22,Tuesday,1
781,20-22,Tuesday,1
782,20-22,Tuesday,1
783,20-22,Tuesday,1
784,20-22,Tuesday,1
785,20-22,Tuesday,1
786,20-22,Tuesday,1
787,20-22,Tuesday,1
788,20-22,Tuesday,1
789,20-22,Tuesday,1
790,20-22,Tuesday,1
791,20-22,Tuesday,1
792,20-22,Tuesday,1
793,20-22,Tuesday,1
794,20-22,Tuesday,1
795,20-22,Tuesday,1
796,20-22,Tuesday,1
797,20-22,Tuesday,1
798,20-22,Tuesday,1
799,20-22,Tuesday,1
800,20-22,Tuesday,1
801,20-22,Tuesday,1
802,20-22,Tuesday,1
803,20-22,Tuesday,1
804,20-22,Tuesday,1
805,20-22,Tuesday,1
806,20-22,Tuesday,1
807,20-22,Tuesday,1
808,20-22,Tuesday,1
809,20-22,Tuesday,1
810,20-22,Tuesday,1
811,20-22,Tuesday,1
812,20-22,Tuesday,1
813,20-22,Tuesday,1
814,20-22,Tuesday,1
815,20-22,Tuesday,1
816,20-22,Tuesday,1
817,20-22,Tuesday,1
818,20-22,Tuesday,1
819,20-22,Tuesday,1
820,20-22,Tuesday,1
821,20-22,Tuesday,1
822,20-22,Tuesday,1
823,20-22,Tuesday,1
824,20-22,Tuesday,1
825,20-22,Tuesday,1
826,20-22,Tuesday,1
827,20-22,Tuesday,1
828,20-22,Tuesday,1
829,20-22,Tuesday,1
830,20-22,Tuesday,1
831,20-22,Tuesday,1
832,20-22,Tuesday,1
833,20-22,Tuesday,1
834,20-22,Tuesday,1
835,20-22,Tuesday,1
836,20-22,Tuesday,1
837,20-22,Tuesday,1
838,20-22,Tuesday,1
839,20-22,Tuesday,1
840,20-22,Tuesday,1
841,20-22,Wednesday,1
842,20-22,Wednesday,1
843,20-22,Wednesday,1
844,20-22,Wednesday,1
845,20-22,Wednesday,1
846,20-22,Wednesday,1
847,20-22,Wednesday,1
848,20-22,Wednesday,1
849,20-22,Wednesday,1
850,20-22,Wednesday,1
851,20-22,Wednesday,1
852,20-22,Wednesday,1
853,20-22,Wednesday,1
854,20-22,Wednesday,1
855,20-22,Wednesday,1
856,20-22,Wednesday,1
857,20-22,Wednesday,1
858,20-22,Wednesday,1
859,20-22,Wednesday,1
860,20-22,Wednesday,1
861,20-22,Wednesday,1
862,20-22,Wednesday,1
863,20-22,Wednesday,1
864,20-22,Wednesday,1
865,20-22,Wednesday,1
866,20-22,Wednesday,1
867,20-22,Wednesday,1
868,20-22,Wednesday,1
869,20-22,Wednesday,1
870,20-22,Wednesday,1
871,20-22,Wednesday,1
872,20-22,Wednesday,1
873,20-22,Wednesday,1
874,20-22,Wednesday,1
875,20-22,Wednesday,1
876,20-22,Wednesday,1
877,20-22,Wednesday,1
878,20-22,Wednesday,1
879,20-22,Wednesday,1
880,20-22,Wednesday,1
881,20-22,Wednesday,1
882,20-22,Wednesday,1
883,20-22,Wednesday,1
884,20-22,Wednesday,1
885,20-22,Wednesday,1
886,20-22,Wednesday,1
887,20-22,Wednesday,1
888,20-22,Wednesday,1
889,20-22,Wednesday,1
890,20-22,Wednesday,1
891,20-22,Wednesday,1
892,20-22,Wednesday,1
893,20-22,Wednesday,1
894,20-22,Wednesday,1
895,20-22,Wednesday,1
896,20-22,Wednesday,1
897,20-22,Wednesday,1
898,20-22,Wednesday,1
899,20-22,Wednesday,1
900,20-22,Wednesday,1
901,20-22,Wednesday,1
902,20-22,Wednesday,1
903,20-22,Wednesday,1
904,20-22,Wednesday,1
905,20-22,Wednesday,1
906,20-22,Wednesday,1
907,20-22,Wednesday,1
908,20-22,Wednesday,1
909,20-22,Wednesday,1
910,20-22,Wednesday,1
911,20-22,Wednesday,1
912,20-22,Wednesday,1
913,20-22,Wednesday,1
914,20-22,Wednesday,1
915,20-22,Wednesday,1
916,20-22,Wednesday,1
917,20-22,Wednesday,1
918,20-22,Wednesday,1
919,20-22,Wednesday,1
920,20-22,Wednesday,1
921,20-22,Wednesday,1
922,20-22,Wednesday,1
923,20-22,Wednesday,1
924,20-22,Wednesday,1
925,20-22,Wednesday,1
926,20-22,Wednesday,1
927,20-22,Wednesday,1
928,20-22,Wednesday,1
929,20-22,Wednesday,1
930,20-22,Wednesday,1
931,20-22,Wednesday,1
932,20-22,Wednesday,1
933,20-22,Wednesday,1
934,20-22,Wednesday,1
935,20-22,Wednesday,1
936,20-22,Wednesday,1
937,20-22,Wednesday,1
938,20-22,Wednesday,1
939,20-22,Wednesday,1
940,20-22,Wednesday,1
941,20-22,Wednesday,1
942,20-22,Wednesday,1
943,20-22,Wednesday,1
944,20-22,Wednesday,1
945,20-22,Thursday,1
946,20-22,Thursday,1
947,20-22,Thursday,1
948,20-22,Thursday,1
949,20-22,Thursday,1
950,20-22,Thursday,1
951,20-22,Thursday,1
952,20-22,Thursday,1
953,20-22,Thursday,1
954,20-22,Thursday,1
955,20-22,Thursday,1
956,20-22,Thursday,1
957,20-22,Thursday,1
958,20-22,Thursday,1
959,20-22,Thursday,1
960,20-22,Thursday,1
961,20-22,Thursday,1
962,20-22,Thursday,1
963,20-22,Thursday,1
964,20-22,Thursday,1
965,20-22,Thursday,1
966,20-22,Thursday,1
967,20-22,Thursday,1
968,20-22,Thursday,1
969,20-22,Thursday,1
970,20-22,Thursday,1
971,20-22,Thursday,1
972,20-22,Thursday,1
973,20-22,Thursday,1
974,20-22,Thursday,1
975,20-22,Thursday,1
976,20-22,Thursday,1
