,Timegrp,DayOfWeek,Incident
977,20-22,Thursday,1
978,20-22,Thursday,1
979,20-22,Thursday,1
980,20-22,Thursday,1
981,20-22,Thursday,1
982,20-22,Thursday,1
983,20-22,Thursday,1
984,20-22,Thursday,1
985,20-22,Thursday,1
986,20-22,Thursday,1
987,20-22,Thursday,1
988,20-22,Thursday,1
989,20-22,Thursday,1
990,20-22,Thursday,1
991,20-22,Thursday,1
992,20-22,Thursday,1
993,20-22,Thursday,1
994,20-22,Thursday,1
995,20-22,Thursday,1
996,20-22,Thursday,1
997,20-22,Thursday,1
998,20-22,Thursday,1
999,20-22,Thursday,1
1000,20-22,Thursday,1
1001,20-22,Thursday,1
1002,20-22,Thursday,1
1003,20-22,Thursday,1
1004,20-22,Thursday,1
1005,20-22,Thursday,1
1006,20-22,Thursday,1
1007,20-22,Thursday,1
1008,20-22,Thursday,1
1009,20-22,Thursday,1
1010,20-22,Thursday,1
1011,20-22,Thursday,1
1012,20-22,Thursday,1
1013,20-22,Thursday,1
1014,20-22,Thursday,1
1015,20-22,Thursday,1
1016,20-22,Thursday,1
1017,20-22,Thursday,1
1018,20-22,Thursday,1
1019,20-22,Thursday,1
1020,20-22,Thursday,1
1021,20-22,Thursday,1
1022,20-22,Thursday,1
1023,20-22,Thursday,1
1024,20-22,Thursday,1
1025,20-22,Thursday,1
1026,20-22,Thursday,1
1027,20-22,Thursday,1
1028,20-22,Thursday,1
1029,20-22,Thursday,1
1030,20-22,Thursday,1
1031,20-22,Thursday,1
1032,20-22,Thursday,1
1033,20-22,Thursday,1
1034,20-22,Thursday,1
1035,20-22,Thursday,1
1036,20-22,Thursday,1
1037,20-22,Thursday,1
1038,20-22,Thursday,1
1039,20-22,Thursday,1
1040,20-22,Thursday,1
1041,20-22,Thursday,1
1042,20-22,Thursday,1
1043,20-22,Thursday,1
1044,20-22,Thursday,1
1045,20-22,Thursday,1
1046,20-22,Thursday,1
1047,20-22,Thursday,1
1048,20-22,Thursday,1
1049,20-22,Thursday,1
1050,20-22,Thursday,1
1051,20-22,Thursday,1
1052,20-22,Thursday,1
1053,20-22,Thursday,1
1054,20-22,Thursday,1
1055,20-22,Thursday,1
1056,20-22,Thursday,1
1057,20-22,Thursday,1
1058,20-22,Thursday,1
1059,20-22,Thursday,1
1060,20-22,Friday,1
1061,20-22,Friday,1
1062,20-22,Friday,1
1063,20-22,Friday,1
1064,20-22,Friday,1
1065,20-22,Friday,1
1066,20-22,Friday,1
1067,20-22,Friday,1
1068,20-22,Friday,1
1069,20-22,Friday,1
1070,20-22,Friday,1
1071,20-22,Friday,1
1072,20-22,Friday,1
1073,20-22,Friday,1
1074,20-22,Friday,1
1075,20-22,Friday,1
1076,20-22,Friday,1
1077,20-22,Friday,1
1078,20-22,Friday,1
1079,20-22,Friday,1
1080,20-22,Friday,1
1081,20-22,Friday,1
1082,20-22,Friday,1
1083,20-22,Friday,1
1084,20-22,Friday,1
1085,20-22,Friday,1
1086,20-22,Friday,1
1087,20-22,Friday,1
1088,20-22,Friday,1
1089,20-22,Friday,1
1090,20-22,Friday,1
1091,20-22,Friday,1
1092,20-22,Friday,1
1093,20-22,Friday,1
1094,20-22,Friday,1
1095,20-22,Friday,1
1096,20-22,Friday,1
1097,20-22,Friday,1
1098,20-22,Friday,1
1099,20-22,Friday,1
1100,20-22,Friday,1
1101,20-22,Friday,1
1102,20-22,Friday,1
1103,20-22,Friday,1
1104,20-22,Friday,1
1105,20-22,Friday,1
1106,20-22,Friday,1
1107,20-22,Friday,1
1108,20-22,Friday,1
1109,20-22,Friday,1
1110,20-22,Friday,1
1111,20-22,Friday,1
1112,20-22,Friday,1
1113,20-22,Friday,1
1114,20-22,Friday,1
1115,20-22,Friday,1
1116,20-22,Friday,1
1117,20-22,Friday,1
1118,20-22,Friday,1
1119,20-22,Friday,1
1120,20-22,Friday,1
1121,20-22,Friday,1
1122,20-22,Friday,1
1123,20-22,Friday,1
1124,20-22,Friday,1
1125,20-22,Friday,1
1126,20-22,Friday,1
1127,20-22,Friday,1
1128,20-22,Friday,1
1129,20-22,Friday,1
1130,20-22,Friday,1
1131,20-22,Friday,1
1132,20-22,Friday,1
1133,20-22,Friday,1
1134,20-22,Friday,1
1135,20-22,Friday,1
1136,20-22,Friday,1
1137,20-22,Friday,1
1138,20-22,Friday,1
1139,20-22,Friday,1
1140,20-22,Friday,1
1141,20-22,Friday,1
1142,20-22,Friday,1
1143,20-22,Friday,1
1144,20-22,Friday,1
1145,20-22,Friday,1
1146,20-22,Friday,1
1147,20-22,Friday,1
1148,20-22,Friday,1
1149,20-22,Friday,1
1150,20-22,Friday,1
1151,20-22,Friday,1
1152,20-22,Friday,1
1153,20-22,Friday,1
1154,20-22,Friday,1
1155,20-22,Friday,1
1156,20-22,Friday,1
1157,20-22,Friday,1
1158,20-22,Friday,1
1159,20-22,Friday,1
1160,20-22,Friday,1
1161,20-22,Friday,1
1162,20-22,Friday,1
1163,20-22,Friday,1
1164,20-22,Friday,1
1165,20-22,Friday,1
1166,20-22,Friday,1
1167,20-22,Friday,1
1168,20-22,Friday,1
1169,20-22,Friday,1
1170,20-22,Friday,1
1171,20-22,Friday,1
1172,20-22,Friday,1
1173,20-22,Friday,1
1174,20-22,Friday,1
1175,20-22,Friday,1
1176,20-22,Saturday,1
1177,20-22,Saturday,1
1178,20-22,Saturday,1
1179,20-22,Saturday,1
1180,20-22,Saturday,1
1181,20-22,Saturday,1
1182,20-22,Saturday,1
1183,20-22,Saturday,1
1184,20-22,Saturday,1
1185,20-22,Saturday,1
1186,20-22,Saturday,1
1187,20-22,Saturday,1
1188,20-22,Saturday,1
1189,20-22,Saturday,1
1190,20-22,Saturday,1
1191,20-22,Saturday,1
1192,20-22,Saturday,1
1193,20-22,Saturday,1
1194,20-22,Saturday,1
1195,20-22,Saturday,1
1196,20-22,Saturday,1
1197,20-22,Saturday,1
1198,20-22,Saturday,1
1199,20-22,Saturday,1
1200,20-22,Saturday,1
1201,20-22,Saturday,1
1202,20-22,Saturday,1
1203,20-22,Saturday,1
1204,20-22,Saturday,1
1205,20-22,Saturday,1
1206,20-22,Saturday,1
1207,20-22,Saturday,1
1208,20-22,Saturday,1
1209,20-22,Saturday,1
1210,20-22,Saturday,1
1211,20-22,Saturday,1
1212,20-22,Saturday,1
1213,20-22,Saturday,1
1214,20-22,Saturday,1
1215,20-22,Saturday,1
1216,20-22,Saturday,1
1217,20-22,Saturday,1
1218,20-22,Saturday,1
1219,20-22,Saturday,1
1220,20-22,Saturday,1
1221,20-22,Saturday,1
1222,20-22,Saturday,1
1223,20-22,Saturday,1
1224,20-22,Saturday,1
1225,20-22,Saturday,1
1226,20-22,Saturday,1
1227,20-22,Saturday,1
1228,20-22,Saturday,1
1229,20-22,Saturday,1
1230,20-22,Saturday,1
1231,20-22,Saturday,1
1232,20-22,Saturday,1
1233,20-22,Saturday,1
1234,20-22,Saturday,1
1235,20-22,Saturday,1
1236,20-22,Saturday,1
1237,20-22,Saturday,1
1238,20-22,Saturday,1
1239,20-22,Saturday,1
1240,20-22,Saturday,1
1241,20-22,Saturday,1
1242,20-22,Saturday,1
1243,20-22,Saturday,1
1244,20-22,Saturday,1
1245,20-22,Saturday,1
1246,20-22,Saturday,1
1247,20-22,Saturday,1
1248,20-22,Saturday,1
1249,20-22,Saturday,1
1250,20-22,Saturday,1
1251,20-22,Saturday,1
1252,20-22,Saturday,1
1253,20-22,Saturday,1
1254,20-22,Saturday,1
1255,20-22,Saturday,1
1256,20-22,Saturday,1
1257,20-22,Saturday,1
1258,20-22,Saturday,1
1259,20-22,Saturday,1
1260,20-22,Saturday,1
1261,20-22,Saturday,1
1262,20-22,Saturday,1
1263,20-22,Saturday,1
1264,20-22,Saturday,1
1265,20-22,Saturday,1
1266,20-22,Saturday,1
1267,20-22,Saturday,1
1268,20-22,Saturday,1
1269,20-22,Saturday,1
1270,20-22,Saturday,1
1271,20-22,Saturday,1
1272,20-22,Saturday,1
1273,20-22,Saturday,1
1274,20-22,Saturday,1
1275,20-22,Saturday,1
1276,20-22,Saturday,1
1277,20-22,Saturday,1
1278,20-22,Saturday,1
1279,20-22,Saturday,1
1280,20-22,Saturday,1
1281,20-22,Saturday,1
1282,20-22,Saturday,1
1283,20-22,Saturday,1
1284,20-22,Saturday,1
1285,20-22,Saturday,1
1286,20-22,Saturday,1
1287,20-22,Saturday,1
1288,20-22,Saturday,1
1289,20-22,Saturday,1
1290,20-22,Saturday,1
1291,20-22,Saturday,1
1292,20-22,Saturday,1
1293,20-22,Saturday,1
1294,20-22,Saturday,1
1295,20-22,Saturday,1
1296,20-22,Saturday,1
1297,20-22,Saturday,1
1298,20-22,Saturday,1
1299,20-22,Saturday,1
1300,20-22,Saturday,1
1301,20-22,Sunday,1
1302,20-22,Sunday,1
1303,20-22,Sunday,1
1304,20-22,Sunday,1
1305,20-22,Sunday,1
1306,20-22,Sunday,1
1307,20-22,Sunday,1
1308,20-22,Sunday,1
1309,20-22,Sunday,1
1310,20-22,Sunday,1
1311,20-22,Sunday,1
1312,20-22,Sunday,1
1313,20-22,Sunday,1
1314,20-22,Sunday,1
1315,20-22,Sunday,1
1316,20-22,Sunday,1
1317,20-22,Sunday,1
1318,20-22,Sunday,1
1319,20-22,Sunday,1
1320,20-22,Sunday,1
1321,20-22,Sunday,1
1322,20-22,Sunday,1
1323,20-22,Sunday,1
1324,20-22,Sunday,1
1325,20-22,Sunday,1
1326,20-22,Sunday,1
1327,20-22,Sunday,1
1328,20-22,Sunday,1
1329,20-22,Sunday,1
1330,20-22,Sunday,1
1331,20-22,Sunday,1
1332,20-22,Sunday,1
1333,20-22,Sunday,1
1334,20-22,Sunday,1
1335,20-22,Sunday,1
1336,20-22,Sunday,1
1337,20-22,Sunday,1
1338,20-22,Sunday,1
1339,20-22,Sunday,1
1340,20-22,Sunday,1
1341,20-22,Sunday,1
1342,20-22,Sunday,1
1343,20-22,Sunday,1
1344,20-22,Sunday,1
1345,20-22,Sunday,1
1346,20-22,Sunday,1
1347,20-22,Sunday,1
1348,20-22,Sunday,1
1349,20-22,Sunday,1
1350,20-22,Sunday,1
1351,20-22,Sunday,1
1352,20-22,Sunday,1
1353,20-22,Sunday,1
1354,20-22,Sunday,1
1355,20-22,Sunday,1
1356,20-22,Sunday,1
1357,20-22,Sunday,1
1358,20-22,Sunday,1
1359,20-22,Sunday,1
1360,20-22,Sunday,1
1361,20-22,Sunday,1
1362,20-22,Sunday,1
1363,20-22,Sunday,1
1364,20-22,Sunday,1
1365,20-22,Sunday,1
1366,20-22,Sunday,1
1367,20-22,Sunday,1
1368,20-22,Sunday,1
1369,20-22,Sunday,1
1370,20-22,Sunday,1
1371,20-22,Sunday,1
1372,20-22,Sunday,1
1373,20-22,Sunday,1
1374,20-22,Sunday,1
1375,20-22,Sunday,1
1376,20-22,Sunday,1
1377,20-22,Sunday,1
1378,20-22,Sunday,1
1379,20-22,Sunday,1
1380,20-22,Sunday,1
1381,20-22,Sunday,1
1382,20-22,Sunday,1
1383,20-22,Sunday,1
1384,20-22,Sunday,1
1385,20-22,Sunday,1
1386,20-22,Sunday,1
1387,20-22,Sunday,1
1388,20-22,Sunday,1
1389,20-22,Sunday,1
1390,20-22,Sunday,1
1391,20-22,Sunday,1
1392,20-22,Sunday,1
1393,20-22,Sunday,1
1394,20-22,Sunday,1
1395,20-22,Sunday,1
1396,20-22,Sunday,1
1397,20-22,Sunday,1
1398,20-22,Sunday,1
1399,20-22,Sunday,1
1400,20-22,Sunday,1
1401,20-22,Sunday,1
1402,20-22,Sunday,1
1403,20-22,Sunday,1
1404,20-22,Sunday,1
1405,20-22,Sunday,1
1406,20-22,Sunday,1
1407,20-22,Sunday,1
1408,20-22,Sunday,1
1409,18-20,Monday,1
1410,18-20,Monday,1
1411,18-20,Monday,1
1412,18-20,Monday,1
1413,18-20,Monday,1
1414,18-20,Monday,1
1415,18-20,Monday,1
1416,18-20,Monday,1
1417,18-20,Monday,1
1418,18-20,Monday,1
1419,18-20,Monday,1
1420,18-20,Monday,1
1421,18-20,Monday,1
1422,18-20,Monday,1
1423,18-20,Monday,1
1424,18-20,Monday,1
1425,18-20,Monday,1
1426,18-20,Monday,1
1427,18-20,Monday,1
1428,18-20,Monday,1
1429,18-20,Monday,1
1430,18-20,Monday,1
1431,18-20,Monday,1
1432,18-20,Monday,1
1433,18-20,Monday,1
1434,18-20,Monday,1
1435,18-20,Monday,1
1436,18-20,Monday,1
1437,18-20,Monday,1
1438,18-20,Monday,1
1439,18-20,Monday,1
1440,18-20,Monday,1
1441,18-20,Monday,1
1442,18-20,Monday,1
1443,18-20,Monday,1
1444,18-20,Monday,1
1445,18-20,Monday,1
1446,18-20,Monday,1
1447,18-20,Monday,1
1448,18-20,Monday,1
1449,18-20,Monday,1
1450,18-20,Monday,1
1451,18-20,Monday,1
1452,18-20,Monday,1
1453,18-20,Monday,1
1454,18-20,Monday,1
1455,18-20,Monday,1
1456,18-20,Monday,1
1457,18-20,Monday,1
1458,18-20,Monday,1
1459,18-20,Monday,1
1460,18-20,Monday,1
1461,18-20,Monday,1
1462,18-20,Monday,1
1463,18-20,Monday,1
1464,18-20,Monday,1
1465,18-20,Monday,1
1466,18-20,Monday,1
1467,18-20,Monday,1
1468,18-20,Monday,1
1469,18-20,Monday,1
1470,18-20,Monday,1
1471,18-20,Monday,1
1472,18-20,Monday,1
1473,18-20,Monday,1
1474,18-20,Monday,1
1475,18-20,Monday,1
1476,18-20,Monday,1
1477,18-20,Monday,1
1478,18-20,Monday,1
1479,18-20,Monday,1
1480,18-20,Monday,1
1481,18-20,Monday,1
1482,18-20,Monday,1
1483,18-20,Monday,1
1484,18-20,Monday,1
1485,18-20,Monday,1
1486,18-20,Monday,1
1487,18-20,Monday,1
1488,18-20,Monday,1
1489,18-20,Monday,1
1490,18-20,Monday,1
1491,18-20,Monday,1
1492,18-20,Monday,1
1493,18-20,Monday,1
1494,18-20,Monday,1
1495,18-20,Monday,1
1496,18-20,Monday,1
1497,18-20,Monday,1
1498,18-20,Monday,1
1499,18-20,Monday,1
1500,18-20,Monday,1
1501,18-20,Monday,1
1502,18-20,Monday,1
1503,18-20,Monday,1
1504,18-20,Monday,1
1505,18-20,Monday,1
1506,18-20,Monday,1
1507,18-20,Monday,1
1508,18-20,Monday,1
1509,18-20,Monday,1
1510,18-20,Monday,1
1511,18-20,Monday,1
1512,18-20,Monday,1
1513,18-20,Monday,1
1514,18-20,Monday,1
1515,18-20,Monday,1
1516,18-20,Monday,1
1517,18-20,Monday,1
1518,18-20,Monday,1
1519,18-20,Monday,1
1520,18-20,Monday,1
1521,18-20,Monday,1
1522,18-20,Monday,1
1523,18-20,Monday,1
1524,18-20,Monday,1
1525,18-20,Monday,1
1526,18-20,Monday,1
1527,18-20,Monday,1
1528,18-20,Monday,1
1529,18-20,Monday,1
1530,18-20,Monday,1
1531,18-20,Monday,1
1532,18-20,Monday,1
1533,18-20,Monday,1
1534,18-20,Monday,1
1535,18-20,Monday,1
1536,18-20,Monday,1
1537,18-20,Monday,1
1538,18-20,Monday,1
1539,18-20,Monday,1
1540,18-20,Monday,1
1541,18-20,Monday,1
1542,18-20,Monday,1
1543,18-20,Monday,1
1544,18-20,Monday,1
1545,18-20,Monday,1
1546,18-20,Monday,1
1547,18-20,Monday,1
1548,18-20,Monday,1
1549,18-20,Monday,1
1550,18-20,Monday,1
1551,18-20,Monday,1
1552,18-20,Monday,1
1553,18-20,Tuesday,1
1554,18-20,Tuesday,1
1555,18-20,Tuesday,1
1556,18-20,Tuesday,1
1557,18-20,Tuesday,1
1558,18-20,Tuesday,1
1559,18-20,Tuesday,1
1560,18-20,Tuesday,1
1561,18-20,Tuesday,1
1562,18-20,Tuesday,1
1563,18-20,Tuesday,1
1564,18-20,Tuesday,1
1565,18-20,Tuesday,1
1566,18-20,Tuesday,1
1567,18-20,Tuesday,1
1568,18-20,Tuesday,1
1569,18-20,Tuesday,1
1570,18-20,Tuesday,1
1571,18-20,Tuesday,1
1572,18-20,Tuesday,1
1573,18-20,Tuesday,1
1574,18-20,Tuesday,1
1575,18-20,Tuesday,1
1576,18-20,Tuesday,1
1577,18-20,Tuesday,1
1578,18-20,Tuesday,1
1579,18-20,Tuesday,1
1580,18-20,Tuesday,1
1581,18-20,Tuesday,1
1582,18-20,Tuesday,1
1583,18-20,Tuesday,1
1584,18-20,Tuesday,1
1585,18-20,Tuesday,1
1586,18-20,Tuesday,1
1587,18-20,Tuesday,1
1588,18-20,Tuesday,1
1589,18-20,Tuesday,1
1590,18-20,Tuesday,1
1591,18-20,Tuesday,1
1592,18-20,Tuesday,1
1593,18-20,Tuesday,1
1594,18-20,Tuesday,1
1595,18-20,Tuesday,1
1596,18-20,Tuesday,1
1597,18-20,Tuesday,1
1598,18-20,Tuesday,1
1599,18-20,Tuesday,1
1600,18-20,Tuesday,1
1601,18-20,Tuesday,1
1602,18-20,Tuesday,1
1603,18-20,Tuesday,1
1604,18-20,Tuesday,1
1605,18-20,Tuesday,1
1606,18-20,Tuesday,1
1607,18-20,Tuesday,1
1608,18-20,Tuesday,1
1609,18-20,Tuesday,1
1610,18-20,Tuesday,1
1611,18-20,Tuesday,1
1612,18-20,Tuesday,1
1613,18-20,Tuesday,1
1614,18-20,Tuesday,1
1615,18-20,Tuesday,1
1616,18-20,Tuesday,1
1617,18-20,Tuesday,1
1618,18-20,Tuesday,1
1619,18-20,Tuesday,1
1620,18-20,Tuesday,1
1621,18-20,Tuesday,1
1622,18-20,Tuesday,1
1623,18-20,Tuesday,1
1624,18-20,Tuesday,1
1625,18-20,Tuesday,1
1626,18-20,Tuesday,1
1627,18-20,Tuesday,1
1628,18-20,Tuesday,1
1629,18-20,Tuesday,1
1630,18-20,Tuesday,1
1631,18-20,Tuesday,1
1632,18-20,Tuesday,1
1633,18-20,Tuesday,1
1634,18-20,Tuesday,1
1635,18-20,Tuesday,1
1636,18-20,Tuesday,1
1637,18-20,Tuesday,1
1638,18-20,Tuesday,1
1639,18-20,Tuesday,1
1640,18-20,Tuesday,1
1641,18-20,Tuesday,1
1642,18-20,Tuesday,1
1643,18-20,Tuesday,1
1644,18-20,Tuesday,1
1645,18-20,Tuesday,1
1646,18-20,Tuesday,1
1647,18-20,Tuesday,1
1648,18-20,Tuesday,1
1649,18-20,Tuesday,1
1650,18-20,Tuesday,1
1651,18-20,Tuesday,1
1652,18-20,Tuesday,1
1653,18-20,Tuesday,1
1654,18-20,Tuesday,1
1655,18-20,Tuesday,1
1656,18-20,Tuesday,1
1657,18-20,Tuesday,1
1658,18-20,Tuesday,1
1659,18-20,Tuesday,1
1660,18-20,Tuesday,1
1661,18-20,Tuesday,1
1662,18-20,Tuesday,1
1663,18-20,Tuesday,1
1664,18-20,Tuesday,1
1665,18-20,Tuesday,1
1666,18-20,Tuesday,1
1667,18-20,Tuesday,1
1668,18-20,Tuesday,1
1669,18-20,Tuesday,1
1670,18-20,Tuesday,1
1671,18-20,Tuesday,1
1672,18-20,Tuesday,1
1673,18-20,Tuesday,1
1674,18-20,Tuesday,1
1675,18-20,Tuesday,1
1676,18-20,Tuesday,1
1677,18-20,Tuesday,1
1678,18-20,Tuesday,1
1679,18-20,Tuesday,1
1680,18-20,Tuesday,1
1681,18-20,Tuesday,1
1682,18-20,Tuesday,1
1683,18-20,Tuesday,1
1684,18-20,Tuesday,1
1685,18-20,Tuesday,1
1686,18-20,Tuesday,1
1687,18-20,Tuesday,1
1688,18-20,Tuesday,1
1689,18-20,Tuesday,1
1690,18-20,Tuesday,1
1691,18-20,Tuesday,1
1692,18-20,Tuesday,1
1693,18-20,Tuesday,1
1694,18-20,Tuesday,1
1695,18-20,Tuesday,1
1696,18-20,Tuesday,1
1697,18-20,Tuesday,1
1698,18-20,Tuesday,1
1699,18-20,Tuesday,1
1700,18-20,Wednesday,1
1701,18-20,Wednesday,1
1702,18-20,Wednesday,1
1703,18-20,Wednesday,1
1704,18-20,Wednesday,1
1705,18-20,Wednesday,1
1706,18-20,Wednesday,1
1707,18-20,Wednesday,1
1708,18-20,Wednesday,1
1709,18-20,Wednesday,1
1710,18-20,Wednesday,1
1711,18-20,Wednesday,1
1712,18-20,Wednesday,1
1713,18-20,Wednesday,1
1714,18-20,Wednesday,1
1715,18-20,Wednesday,1
1716,18-20,Wednesday,1
1717,18-20,Wednesday,1
1718,18-20,Wednesday,1
1719,18-20,Wednesday,1
1720,18-20,Wednesday,1
1721,18-20,Wednesday,1
1722,18-20,Wednesday,1
1723,18-20,Wednesday,1
1724,18-20,Wednesday,1
1725,18-20,Wednesday,1
1726,18-20,Wednesday,1
1727,18-20,Wednesday,1
1728,18-20,Wednesday,1
1729,18-20,Wednesday,1
1730,18-20,Wednesday,1
1731,18-20,Wednesday,1
1732,18-20,Wednesday,1
1733,18-20,Wednesday,1
1734,18-20,Wednesday,1
1735,18-20,Wednesday,1
1736,18-20,Wednesday,1
1737,18-20,Wednesday,1
1738,18-20,Wednesday,1
1739,18-20,Wednesday,1
1740,18-20,Wednesday,1
1741,18-20,Wednesday,1
1742,18-20,Wednesday,1
1743,18-20,Wednesday,1
1744,18-20,Wednesday,1
1745,18-20,Wednesday,1
1746,18-20,Wednesday,1
1747,18-20,Wednesday,1
1748,18-20,Wednesday,1
1749,18-20,Wednesday,1
1750,18-20,Wednesday,1
1751,18-20,Wednesday,1
1752,18-20,Wednesday,1
1753,18-20,Wednesday,1
1754,18-20,Wednesday,1
1755,18-20,Wednesday,1
1756,18-20,Wednesday,1
1757,18-20,Wednesday,1
1758,18-20,Wednesday,1
1759,18-20,Wednesday,1
1760,18-20,Wednesday,1
1761,18-20,Wednesday,1
1762,18-20,Wednesday,1
1763,18-20,Wednesday,1
1764,18-20,Wednesday,1
1765,18-20,Wednesday,1
1766,18-20,Wednesday,1
1767,18-20,Wednesday,1
1768,18-20,Wednesday,1
1769,18-20,Wednesday,1
1770,18-20,Wednesday,1
1771,18-20,Wednesday,1
1772,18-20,Wednesday,1
1773,18-20,Wednesday,1
1774,18-20,Wednesday,1
1775,18-20,Wednesday,1
1776,18-20,Wednesday,1
1777,18-20,Wednesday,1
1778,18-20,Wednesday,1
1779,18-20,Wednesday,1
1780,18-20,Wednesday,1
1781,18-20,Wednesday,1
1782,18-20,Wednesday,1
1783,18-20,Wednesday,1
1784,18-20,Wednesday,1
1785,18-20,Wednesday,1
1786,18-20,Wednesday,1
1787,18-20,Wednesday,1
1788,18-20,Wednesday,1
1789,18-20,Wednesday,1
1790,18-20,Wednesday,1
1791,18-20,Wednesday,1
1792,18-20,Wednesday,1
1793,18-20,Wednesday,1
1794,18-20,Wednesday,1
1795,18-20,Wednesday,1
1796,18-20,Wednesday,1
1797,18-20,Wednesday,1
1798,18-20,Wednesday,1
1799,18-20,Wednesday,1
1800,18-20,Wednesday,1
1801,18-20,Wednesday,1
1802,18-20,Wednesday,1
1803,18-20,Wednesday,1
1804,18-20,Wednesday,1
1805,18-20,Wednesday,1
1806,18-20,Wednesday,1
1807,18-20,Wednesday,1
1808,18-20,Wednesday,1
1809,18-20,Wednesday,1
1810,18-20,Wednesday,1
1811,18-20,Wednesday,1
1812,18-20,Wednesday,1
1813,18-20,Wednesday,1
1814,18-20,Wednesday,1
1815,18-20,Wednesday,1
1816,18-20,Wednesday,1
1817,18-20,Wednesday,1
1818,18-20,Wednesday,1
1819,18-20,Wednesday,1
1820,18-20,Wednesday,1
1821,18-20,Wednesday,1
1822,18-20,Wednesday,1
1823,18-20,Wednesday,1
1824,18-20,Wednesday,1
1825,18-20,Wednesday,1
1826,18-20,Wednesday,1
1827,18-20,Wednesday,1
1828,18-20,Wednesday,1
1829,18-20,Wednesday,1
1830,18-20,Wednesday,1
1831,18-20,Wednesday,1
1832,18-20,Wednesday,1
1833,18-20,Wednesday,1
1834,18-20,Wednesday,1
1835,18-20,Wednesday,1
1836,18-20,Wednesday,1
1837,18-20,Wednesday,1
1838,18-20,Wednesday,1
1839,18-20,Wednesday,1
1840,18-20,Wednesday,1
1841,18-20,Wednesday,1
1842,18-20,Wednesday,1
1843,18-20,Wednesday,1
1844,18-20,Wednesday,1
1845,18-20,Wednesday,1
1846,18-20,Wednesday,1
1847,18-20,Thursday,1
1848,18-20,Thursday,1
1849,18-20,Thursday,1
1850,18-20,Thursday,1
1851,18-20,Thursday,1
1852,18-20,Thursday,1
1853,18-20,Thursday,1
1854,18-20,Thursday,1
1855,18-20,Thursday,1
1856,18-20,Thursday,1
1857,18-20,Thursday,1
1858,18-20,Thursday,1
1859,18-20,Thursday,1
1860,18-20,Thursday,1
1861,18-20,Thursday,1
1862,18-20,Thursday,1
1863,18-20,Thursday,1
1864,18-20,Thursday,1
1865,18-20,Thursday,1
1866,18-20,Thursday,1
1867,18-20,Thursday,1
1868,18-20,Thursday,1
1869,18-20,Thursday,1
1870,18-20,Thursday,1
1871,18-20,Thursday,1
1872,18-20,Thursday,1
1873,18-20,Thursday,1
1874,18-20,Thursday,1
1875,18-20,Thursday,1
1876,18-20,Thursday,1
1877,18-20,Thursday,1
1878,18-20,Thursday,1
1879,18-20,Thursday,1
1880,18-20,Thursday,1
1881,18-20,Thursday,1
1882,18-20,Thursday,1
1883,18-20,Thursday,1
1884,18-20,Thursday,1
1885,18-20,Thursday,1
1886,18-20,Thursday,1
1887,18-20,Thursday,1
1888,18-20,Thursday,1
1889,18-20,Thursday,1
1890,18-20,Thursday,1
1891,18-20,Thursday,1
1892,18-20,Thursday,1
1893,18-20,Thursday,1
1894,18-20,Thursday,1
1895,18-20,Thursday,1
1896,18-20,Thursday,1
1897,18-20,Thursday,1
1898,18-20,Thursday,1
1899,18-20,Thursday,1
1900,18-20,Thursday,1
1901,18-20,Thursday,1
1902,18-20,Thursday,1
1903,18-20,Thursday,1
1904,18-20,Thursday,1
1905,18-20,Thursday,1
1906,18-20,Thursday,1
