,Timegrp,DayOfWeek,Incident
2845,16-18,Sunday,1
2846,16-18,Sunday,1
2847,16-18,Sunday,1
2848,16-18,Sunday,1
2849,16-18,Sunday,1
2850,16-18,Sunday,1
2851,16-18,Sunday,1
2852,16-18,Sunday,1
2853,16-18,Sunday,1
2854,16-18,Sunday,1
2855,16-18,Sunday,1
2856,14-16,Monday,1
2857,14-16,Monday,1
2858,14-16,Monday,1
2859,14-16,Monday,1
2860,14-16,Monday,1
2861,14-16,Monday,1
2862,14-16,Monday,1
2863,14-16,Monday,1
2864,14-16,Monday,1
2865,14-16,Monday,1
2866,14-16,Monday,1
2867,14-16,Monday,1
2868,14-16,Monday,1
2869,14-16,Monday,1
2870,14-16,Monday,1
2871,14-16,Monday,1
2872,14-16,Monday,1
2873,14-16,Monday,1
2874,14-16,Monday,1
2875,14-16,Monday,1
2876,14-16,Monday,1
2877,14-16,Monday,1
2878,14-16,Monday,1
2879,14-16,Monday,1
2880,14-16,Monday,1
2881,14-16,Monday,1
2882,14-16,Monday,1
2883,14-16,Monday,1
2884,14-16,Monday,1
2885,14-16,Monday,1
2886,14-16,Monday,1
2887,14-16,Monday,1
2888,14-16,Monday,1
2889,14-16,Monday,1
2890,14-16,Monday,1
2891,14-16,Monday,1
2892,14-16,Monday,1
2893,14-16,Monday,1
2894,14-16,Monday,1
2895,14-16,Monday,1
2896,14-16,Monday,1
2897,14-16,Monday,1
2898,14-16,Monday,1
2899,14-16,Monday,1
2900,14-16,Monday,1
2901,14-16,Tuesday,1
2902,14-16,Tuesday,1
2903,14-16,Tuesday,1
2904,14-16,Tuesday,1
2905,14-16,Tuesday,1
2906,14-16,Tuesday,1
2907,14-16,Tuesday,1
2908,14-16,Tuesday,1
2909,14-16,Tuesday,1
2910,14-16,Tuesday,1
2911,14-16,Tuesday,1
2912,14-16,Tuesday,1
2913,14-16,Tuesday,1
2914,14-16,Tuesday,1
2915,14-16,Tuesday,1
2916,14-16,Tuesday,1
2917,14-16,Tuesday,1
2918,14-16,Tuesday,1
2919,14-16,Tuesday,1
2920,14-16,Tuesday,1
2921,14-16,Tuesday,1
2922,14-16,Tuesday,1
2923,14-16,Tuesday,1
2924,14-16,Tuesday,1
2925,14-16,Tuesday,1
2926,14-16,Tuesday,1
2927,14-16,Tuesday,1
2928,14-16,Tuesday,1
2929,14-16,Tuesday,1
2930,14-16,Tuesday,1
2931,14-16,Tuesday,1
2932,14-16,Tuesday,1
2933,14-16,Tuesday,1
2934,14-16,Tuesday,1
2935,14-16,Tuesday,1
2936,14-16,Tuesday,1
2937,14-16,Tuesday,1
2938,14-16,Tuesday,1
2939,14-16,Tuesday,1
2940,14-16,Wednesday,1
2941,14-16,Wednesday,1
2942,14-16,Wednesday,1
2943,14-16,Wednesday,1
2944,14-16,Wednesday,1
2945,14-16,Wednesday,1
2946,14-16,Wednesday,1
2947,14-16,Wednesday,1
2948,14-16,Wednesday,1
2949,14-16,Wednesday,1
2950,14-16,Wednesday,1
2951,14-16,Wednesday,1
2952,14-16,Wednesday,1
2953,14-16,Wednesday,1
2954,14-16,Wednesday,1
2955,14-16,Wednesday,1
2956,14-16,Wednesday,1
2957,14-16,Wednesday,1
2958,14-16,Wednesday,1
2959,14-16,Wednesday,1
2960,14-16,Wednesday,1
2961,14-16,Wednesday,1
2962,14-16,Wednesday,1
2963,14-16,Wednesday,1
2964,14-16,Wednesday,1
2965,14-16,Wednesday,1
2966,14-16,Wednesday,1
2967,14-16,Wednesday,1
2968,14-16,Wednesday,1
2969,14-16,Wednesday,1
2970,14-16,Wednesday,1
2971,14-16,Wednesday,1
2972,14-16,Wednesday,1
2973,14-16,Wednesday,1
2974,14-16,Wednesday,1
2975,14-16,Wednesday,1
2976,14-16,Wednesday,1
2977,14-16,Wednesday,1
2978,14-16,Wednesday,1
2979,14-16,Wednesday,1
2980,14-16,Wednesday,1
2981,14-16,Wednesday,1
2982,14-16,Wednesday,1
2983,14-16,Wednesday,1
2984,14-16,Wednesday,1
2985,14-16,Wednesday,1
2986,14-16,Thursday,1
2987,14-16,Thursday,1
2988,14-16,Thursday,1
2989,14-16,Thursday,1
2990,14-16,Thursday,1
2991,14-16,Thursday,1
2992,14-16,Thursday,1
2993,14-16,Thursday,1
2994,14-16,Thursday,1
2995,14-16,Thursday,1
2996,14-16,Thursday,1
2997,14-16,Thursday,1
2998,14-16,Thursday,1
2999,14-16,Thursday,1
3000,14-16,Thursday,1
3001,14-16,Thursday,1
3002,14-16,Thursday,1
3003,14-16,Thursday,1
3004,14-16,Thursday,1
3005,14-16,Thursday,1
3006,14-16,Thursday,1
3007,14-16,Thursday,1
3008,14-16,Thursday,1
3009,14-16,Thursday,1
3010,14-16,Thursday,1
3011,14-16,Thursday,1
3012,14-16,Thursday,1
3013,14-16,Thursday,1
3014,14-16,Thursday,1
3015,14-16,Thursday,1
3016,14-16,Thursday,1
3017,14-16,Thursday,1
3018,14-16,Thursday,1
3019,14-16,Thursday,1
3020,14-16,Thursday,1
3021,14-16,Thursday,1
3022,14-16,Thursday,1
3023,14-16,Thursday,1
3024,14-16,Thursday,1
3025,14-16,Thursday,1
3026,14-16,Thursday,1
3027,14-16,Thursday,1
3028,14-16,Thursday,1
3029,14-16,Thursday,1
3030,14-16,Thursday,1
3031,14-16,Thursday,1
3032,14-16,Thursday,1
3033,14-16,Thursday,1
3034,14-16,Thursday,1
3035,14-16,Thursday,1
3036,14-16,Thursday,1
3037,14-16,Thursday,1
3038,14-16,Friday,1
3039,14-16,Friday,1
3040,14-16,Friday,1
3041,14-16,Friday,1
3042,14-16,Friday,1
3043,14-16,Friday,1
3044,14-16,Friday,1
3045,14-16,Friday,1
3046,14-16,Friday,1
3047,14-16,Friday,1
3048,14-16,Friday,1
3049,14-16,Friday,1
3050,14-16,Friday,1
3051,14-16,Friday,1
3052,14-16,Friday,1
3053,14-16,Friday,1
3054,14-16,Friday,1
3055,14-16,Friday,1
3056,14-16,Friday,1
3057,14-16,Friday,1
3058,14-16,Friday,1
3059,14-16,Friday,1
3060,14-16,Friday,1
3061,14-16,Friday,1
3062,14-16,Friday,1
3063,14-16,Friday,1
3064,14-16,Friday,1
3065,14-16,Friday,1
3066,14-16,Friday,1
3067,14-16,Friday,1
3068,14-16,Friday,1
3069,14-16,Friday,1
3070,14-16,Friday,1
3071,14-16,Friday,1
3072,14-16,Friday,1
3073,14-16,Friday,1
3074,14-16,Friday,1
3075,14-16,Friday,1
3076,14-16,Friday,1
3077,14-16,Friday,1
3078,14-16,Friday,1
3079,14-16,Friday,1
3080,14-16,Friday,1
3081,14-16,Friday,1
3082,14-16,Friday,1
3083,14-16,Friday,1
3084,14-16,Friday,1
3085,14-16,Friday,1
3086,14-16,Friday,1
3087,14-16,Friday,1
3088,14-16,Friday,1
3089,14-16,Friday,1
3090,14-16,Friday,1
3091,14-16,Friday,1
3092,14-16,Friday,1
3093,14-16,Friday,1
3094,14-16,Friday,1
3095,14-16,Friday,1
3096,14-16,Friday,1
3097,14-16,Friday,1
3098,14-16,Friday,1
3099,14-16,Friday,1
3100,14-16,Friday,1
3101,14-16,Friday,1
3102,14-16,Friday,1
3103,14-16,Friday,1
3104,14-16,Friday,1
3105,14-16,Friday,1
3106,14-16,Friday,1
3107,14-16,Friday,1
3108,14-16,Friday,1
3109,14-16,Saturday,1
3110,14-16,Saturday,1
3111,14-16,Saturday,1
3112,14-16,Saturday,1
3113,14-16,Saturday,1
3114,14-16,Saturday,1
3115,14-16,Saturday,1
3116,14-16,Saturday,1
3117,14-16,Saturday,1
3118,14-16,Saturday,1
3119,14-16,Saturday,1
3120,14-16,Saturday,1
3121,14-16,Saturday,1
3122,14-16,Saturday,1
3123,14-16,Saturday,1
3124,14-16,Saturday,1
3125,14-16,Saturday,1
3126,14-16,Saturday,1
3127,14-16,Saturday,1
3128,14-16,Saturday,1
3129,14-16,Saturday,1
3130,14-16,Saturday,1
3131,14-16,Saturday,1
3132,14-16,Saturday,1
3133,14-16,Saturday,1
3134,14-16,Saturday,1
3135,14-16,Saturday,1
3136,14-16,Saturday,1
3137,14-16,Saturday,1
3138,14-16,Saturday,1
3139,14-16,Saturday,1
3140,14-16,Saturday,1
3141,14-16,Saturday,1
3142,14-16,Saturday,1
3143,14-16,Saturday,1
3144,14-16,Saturday,1
3145,14-16,Saturday,1
3146,14-16,Saturday,1
3147,14-16,Saturday,1
3148,14-16,Saturday,1
3149,14-16,Saturday,1
3150,14-16,Saturday,1
3151,14-16,Saturday,1
3152,14-16,Saturday,1
3153,14-16,Saturday,1
3154,14-16,Saturday,1
3155,14-16,Saturday,1
3156,14-16,Saturday,1
3157,14-16,Saturday,1
3158,14-16,Saturday,1
3159,14-16,Saturday,1
3160,14-16,Saturday,1
3161,14-16,Saturday,1
3162,14-16,Saturday,1
3163,14-16,Saturday,1
3164,14-16,Saturday,1
3165,14-16,Saturday,1
3166,14-16,Saturday,1
3167,14-16,Saturday,1
3168,14-16,Saturday,1
3169,14-16,Saturday,1
3170,14-16,Saturday,1
3171,14-16,Saturday,1
3172,14-16,Saturday,1
3173,14-16,Saturday,1
3174,14-16,Saturday,1
3175,14-16,Saturday,1
3176,14-16,Saturday,1
3177,14-16,Saturday,1
3178,14-16,Sunday,1
3179,14-16,Sunday,1
3180,14-16,Sunday,1
3181,14-16,Sunday,1
3182,14-16,Sunday,1
3183,14-16,Sunday,1
3184,14-16,Sunday,1
3185,14-16,Sunday,1
3186,14-16,Sunday,1
3187,14-16,Sunday,1
3188,14-16,Sunday,1
3189,14-16,Sunday,1
3190,14-16,Sunday,1
3191,14-16,Sunday,1
3192,14-16,Sunday,1
3193,14-16,Sunday,1
3194,14-16,Sunday,1
3195,14-16,Sunday,1
3196,14-16,Sunday,1
3197,14-16,Sunday,1
3198,14-16,Sunday,1
3199,14-16,Sunday,1
3200,14-16,Sunday,1
3201,14-16,Sunday,1
3202,14-16,Sunday,1
3203,14-16,Sunday,1
3204,14-16,Sunday,1
3205,14-16,Sunday,1
3206,14-16,Sunday,1
3207,14-16,Sunday,1
3208,14-16,Sunday,1
3209,14-16,Sunday,1
3210,14-16,Sunday,1
3211,14-16,Sunday,1
3212,14-16,Sunday,1
3213,14-16,Sunday,1
3214,14-16,Sunday,1
3215,14-16,Sunday,1
3216,14-16,Sunday,1
3217,14-16,Sunday,1
3218,14-16,Sunday,1
3219,14-16,Sunday,1
3220,14-16,Sunday,1
3221,14-16,Sunday,1
3222,14-16,Sunday,1
3223,14-16,Sunday,1
3224,14-16,Sunday,1
3225,14-16,Sunday,1
3226,14-16,Sunday,1
3227,14-16,Sunday,1
3228,14-16,Sunday,1
3229,14-16,Sunday,1
3230,14-16,Sunday,1
3231,14-16,Sunday,1
3232,14-16,Sunday,1
3233,14-16,Sunday,1
3234,14-16,Sunday,1
3235,14-16,Sunday,1
3236,14-16,Sunday,1
3237,14-16,Sunday,1
3238,14-16,Sunday,1
3239,14-16,Sunday,1
3240,14-16,Sunday,1
3241,14-16,Sunday,1
3242,14-16,Sunday,1
3243,14-16,Sunday,1
3244,14-16,Sunday,1
3245,14-16,Sunday,1
3246,14-16,Sunday,1
3247,14-16,Sunday,1
3248,14-16,Sunday,1
3249,14-16,Sunday,1
3250,14-16,Sunday,1
3251,14-16,Sunday,1
3252,14-16,Sunday,1
3253,14-16,Sunday,1
3254,14-16,Sunday,1
3255,14-16,Sunday,1
3256,14-16,Sunday,1
3257,14-16,Sunday,1
3258,12-14,Monday,1
3259,12-14,Monday,1
3260,12-14,Monday,1
3261,12-14,Monday,1
3262,12-14,Monday,1
3263,12-14,Monday,1
3264,12-14,Monday,1
3265,12-14,Monday,1
3266,12-14,Monday,1
3267,12-14,Monday,1
3268,12-14,Monday,1
3269,12-14,Monday,1
3270,12-14,Monday,1
3271,12-14,Monday,1
3272,12-14,Monday,1
3273,12-14,Monday,1
3274,12-14,Monday,1
3275,12-14,Monday,1
3276,12-14,Monday,1
3277,12-14,Monday,1
3278,12-14,Monday,1
3279,12-14,Monday,1
3280,12-14,Monday,1
3281,12-14,Monday,1
3282,12-14,Monday,1
3283,12-14,Monday,1
3284,12-14,Monday,1
3285,12-14,Monday,1
3286,12-14,Monday,1
3287,12-14,Monday,1
3288,12-14,Monday,1
3289,12-14,Monday,1
3290,12-14,Monday,1
3291,12-14,Monday,1
3292,12-14,Monday,1
3293,12-14,Monday,1
3294,12-14,Monday,1
3295,12-14,Monday,1
3296,12-14,Monday,1
3297,12-14,Monday,1
3298,12-14,Monday,1
3299,12-14,Monday,1
3300,12-14,Monday,1
3301,12-14,Monday,1
3302,12-14,Monday,1
3303,12-14,Monday,1
3304,12-14,Monday,1
3305,12-14,Monday,1
3306,12-14,Monday,1
3307,12-14,Monday,1
3308,12-14,Monday,1
3309,12-14,Monday,1
3310,12-14,Monday,1
3311,12-14,Monday,1
3312,12-14,Monday,1
3313,12-14,Monday,1
3314,12-14,Monday,1
3315,12-14,Monday,1
3316,12-14,Monday,1
3317,12-14,Monday,1
3318,12-14,Monday,1
3319,12-14,Monday,1
3320,12-14,Monday,1
3321,12-14,Tuesday,1
3322,12-14,Tuesday,1
3323,12-14,Tuesday,1
3324,12-14,Tuesday,1
3325,12-14,Tuesday,1
3326,12-14,Tuesday,1
3327,12-14,Tuesday,1
3328,12-14,Tuesday,1
3329,12-14,Tuesday,1
3330,12-14,Tuesday,1
3331,12-14,Tuesday,1
3332,12-14,Tuesday,1
3333,12-14,Tuesday,1
3334,12-14,Tuesday,1
3335,12-14,Tuesday,1
3336,12-14,Tuesday,1
3337,12-14,Tuesday,1
3338,12-14,Tuesday,1
3339,12-14,Tuesday,1
3340,12-14,Tuesday,1
3341,12-14,Tuesday,1
3342,12-14,Tuesday,1
3343,12-14,Tuesday,1
3344,12-14,Tuesday,1
3345,12-14,Tuesday,1
3346,12-14,Tuesday,1
3347,12-14,Tuesday,1
3348,12-14,Tuesday,1
3349,12-14,Tuesday,1
3350,12-14,Tuesday,1
3351,12-14,Tuesday,1
3352,12-14,Tuesday,1
3353,12-14,Tuesday,1
3354,12-14,Tuesday,1
3355,12-14,Tuesday,1
3356,12-14,Tuesday,1
3357,12-14,Tuesday,1
3358,12-14,Tuesday,1
3359,12-14,Tuesday,1
3360,12-14,Tuesday,1
3361,12-14,Tuesday,1
3362,12-14,Tuesday,1
3363,12-14,Tuesday,1
3364,12-14,Tuesday,1
3365,12-14,Tuesday,1
3366,12-14,Tuesday,1
3367,12-14,Tuesday,1
3368,12-14,Tuesday,1
3369,12-14,Wednesday,1
3370,12-14,Wednesday,1
3371,12-14,Wednesday,1
3372,12-14,Wednesday,1
3373,12-14,Wednesday,1
3374,12-14,Wednesday,1
3375,12-14,Wednesday,1
3376,12-14,Wednesday,1
3377,12-14,Wednesday,1
3378,12-14,Wednesday,1
3379,12-14,Wednesday,1
3380,12-14,Wednesday,1
3381,12-14,Wednesday,1
3382,12-14,Wednesday,1
3383,12-14,Wednesday,1
3384,12-14,Wednesday,1
3385,12-14,Wednesday,1
3386,12-14,Wednesday,1
3387,12-14,Wednesday,1
3388,12-14,Wednesday,1
3389,12-14,Wednesday,1
3390,12-14,Wednesday,1
3391,12-14,Wednesday,1
3392,12-14,Wednesday,1
3393,12-14,Wednesday,1
3394,12-14,Wednesday,1
3395,12-14,Wednesday,1
3396,12-14,Wednesday,1
3397,12-14,Wednesday,1
3398,12-14,Wednesday,1
3399,12-14,Wednesday,1
3400,12-14,Wednesday,1
3401,12-14,Wednesday,1
3402,12-14,Wednesday,1
3403,12-14,Wednesday,1
3404,12-14,Wednesday,1
3405,12-14,Wednesday,1
3406,12-14,Wednesday,1
3407,12-14,Wednesday,1
3408,12-14,Wednesday,1
3409,12-14,Wednesday,1
3410,12-14,Wednesday,1
3411,12-14,Wednesday,1
3412,12-14,Wednesday,1
3413,12-14,Wednesday,1
3414,12-14,Wednesday,1
3415,12-14,Wednesday,1
3416,12-14,Wednesday,1
3417,12-14,Wednesday,1
3418,12-14,Wednesday,1
3419,12-14,Wednesday,1
3420,12-14,Thursday,1
3421,12-14,Thursday,1
3422,12-14,Thursday,1
3423,12-14,Thursday,1
3424,12-14,Thursday,1
3425,12-14,Thursday,1
3426,12-14,Thursday,1
3427,12-14,Thursday,1
3428,12-14,Thursday,1
3429,12-14,Thursday,1
3430,12-14,Thursday,1
3431,12-14,Thursday,1
3432,12-14,Thursday,1
3433,12-14,Thursday,1
3434,12-14,Thursday,1
3435,12-14,Thursday,1
3436,12-14,Thursday,1
3437,12-14,Thursday,1
3438,12-14,Thursday,1
3439,12-14,Thursday,1
3440,12-14,Thursday,1
3441,12-14,Thursday,1
3442,12-14,Thursday,1
3443,12-14,Thursday,1
3444,12-14,Thursday,1
3445,12-14,Thursday,1
3446,12-14,Thursday,1
3447,12-14,Thursday,1
3448,12-14,Thursday,1
3449,12-14,Thursday,1
3450,12-14,Thursday,1
3451,12-14,Thursday,1
3452,12-14,Thursday,1
3453,12-14,Thursday,1
3454,12-14,Thursday,1
3455,12-14,Thursday,1
3456,12-14,Thursday,1
3457,12-14,Thursday,1
3458,12-14,Thursday,1
3459,12-14,Friday,1
3460,12-14,Friday,1
3461,12-14,Friday,1
3462,12-14,Friday,1
3463,12-14,Friday,1
3464,12-14,Friday,1
3465,12-14,Friday,1
3466,12-14,Friday,1
3467,12-14,Friday,1
3468,12-14,Friday,1
3469,12-14,Friday,1
3470,12-14,Friday,1
3471,12-14,Friday,1
3472,12-14,Friday,1
3473,12-14,Friday,1
3474,12-14,Friday,1
3475,12-14,Friday,1
3476,12-14,Friday,1
3477,12-14,Friday,1
3478,12-14,Friday,1
3479,12-14,Friday,1
3480,12-14,Friday,1
3481,12-14,Friday,1
3482,12-14,Friday,1
3483,12-14,Friday,1
3484,12-14,Friday,1
3485,12-14,Friday,1
3486,12-14,Friday,1
3487,12-14,Friday,1
3488,12-14,Friday,1
3489,12-14,Friday,1
3490,12-14,Friday,1
3491,12-14,Friday,1
3492,12-14,Friday,1
3493,12-14,Friday,1
3494,12-14,Friday,1
3495,12-14,Friday,1
3496,12-14,Friday,1
3497,12-14,Friday,1
3498,12-14,Friday,1
3499,12-14,Friday,1
3500,12-14,Friday,1
3501,12-14,Friday,1
3502,12-14,Friday,1
3503,12-14,Friday,1
3504,12-14,Friday,1
3505,12-14,Friday,1
3506,12-14,Friday,1
3507,12-14,Friday,1
3508,12-14,Friday,1
3509,12-14,Friday,1
3510,12-14,Friday,1
3511,12-14,Friday,1
3512,12-14,Friday,1
3513,12-14,Friday,1
3514,12-14,Friday,1
3515,12-14,Friday,1
3516,12-14,Friday,1
3517,12-14,Friday,1
3518,12-14,Friday,1
3519,12-14,Friday,1
3520,12-14,Friday,1
3521,12-14,Friday,1
3522,12-14,Friday,1
3523,12-14,Saturday,1
3524,12-14,Saturday,1
3525,12-14,Saturday,1
3526,12-14,Saturday,1
3527,12-14,Saturday,1
3528,12-14,Saturday,1
3529,12-14,Saturday,1
3530,12-14,Saturday,1
3531,12-14,Saturday,1
3532,12-14,Saturday,1
3533,12-14,Saturday,1
3534,12-14,Saturday,1
3535,12-14,Saturday,1
3536,12-14,Saturday,1
3537,12-14,Saturday,1
3538,12-14,Saturday,1
3539,12-14,Saturday,1
3540,12-14,Saturday,1
3541,12-14,Saturday,1
3542,12-14,Saturday,1
3543,12-14,Saturday,1
3544,12-14,Saturday,1
3545,12-14,Saturday,1
3546,12-14,Saturday,1
3547,12-14,Saturday,1
3548,12-14,Saturday,1
3549,12-14,Saturday,1
3550,12-14,Saturday,1
3551,12-14,Saturday,1
3552,12-14,Saturday,1
3553,12-14,Saturday,1
3554,12-14,Saturday,1
3555,12-14,Saturday,1
3556,12-14,Saturday,1
3557,12-14,Saturday,1
3558,12-14,Saturday,1
3559,12-14,Saturday,1
3560,12-14,Saturday,1
3561,12-14,Saturday,1
3562,12-14,Saturday,1
3563,12-14,Saturday,1
3564,12-14,Saturday,1
3565,12-14,Saturday,1
3566,12-14,Saturday,1
3567,12-14,Saturday,1
3568,12-14,Saturday,1
3569,12-14,Saturday,1
3570,12-14,Saturday,1
3571,12-14,Saturday,1
3572,12-14,Saturday,1
3573,12-14,Saturday,1
3574,12-14,Saturday,1
3575,12-14,Saturday,1
3576,12-14,Saturday,1
3577,12-14,Saturday,1
3578,12-14,Saturday,1
3579,12-14,Saturday,1
3580,12-14,Saturday,1
3581,12-14,Saturday,1
3582,12-14,Saturday,1
3583,12-14,Saturday,1
3584,12-14,Saturday,1
3585,12-14,Saturday,1
3586,12-14,Saturday,1
3587,12-14,Saturday,1
3588,12-14,Sunday,1
3589,12-14,Sunday,1
3590,12-14,Sunday,1
3591,12-14,Sunday,1
3592,12-14,Sunday,1
3593,12-14,Sunday,1
3594,12-14,Sunday,1
3595,12-14,Sunday,1
3596,12-14,Sunday,1
3597,12-14,Sunday,1
3598,12-14,Sunday,1
3599,12-14,Sunday,1
3600,12-14,Sunday,1
3601,12-14,Sunday,1
3602,12-14,Sunday,1
3603,12-14,Sunday,1
3604,12-14,Sunday,1
3605,12-14,Sunday,1
3606,12-14,Sunday,1
3607,12-14,Sunday,1
3608,12-14,Sunday,1
3609,12-14,Sunday,1
3610,12-14,Sunday,1
3611,12-14,Sunday,1
3612,12-14,Sunday,1
3613,12-14,Sunday,1
3614,12-14,Sunday,1
3615,12-14,Sunday,1
3616,12-14,Sunday,1
3617,12-14,Sunday,1
3618,12-14,Sunday,1
3619,12-14,Sunday,1
3620,12-14,Sunday,1
3621,12-14,Sunday,1
3622,12-14,Sunday,1
3623,12-14,Sunday,1
3624,12-14,Sunday,1
3625,12-14,Sunday,1
3626,12-14,Sunday,1
3627,12-14,Sunday,1
3628,12-14,Sunday,1
3629,12-14,Sunday,1
3630,12-14,Sunday,1
3631,12-14,Sunday,1
3632,12-14,Sunday,1
3633,12-14,Sunday,1
3634,12-14,Sunday,1
3635,12-14,Sunday,1
3636,12-14,Sunday,1
3637,12-14,Sunday,1
3638,12-14,Sunday,1
3639,12-14,Sunday,1
3640,12-14,Sunday,1
3641,12-14,Sunday,1
3642,12-14,Sunday,1
3643,12-14,Sunday,1
3644,12-14,Sunday,1
3645,12-14,Sunday,1
3646,12-14,Sunday,1
3647,12-14,Sunday,1
3648,12-14,Sunday,1
3649,12-14,Sunday,1
3650,12-14,Sunday,1
3651,12-14,Sunday,1
3652,12-14,Sunday,1
3653,12-14,Sunday,1
3654,12-14,Sunday,1
3655,12-14,Sunday,1
3656,12-14,Sunday,1
3657,12-14,Sunday,1
3658,12-14,Sunday,1
3659,12-14,Sunday,1
3660,12-14,Sunday,1
3661,12-14,Sunday,1
3662,12-14,Sunday,1
3663,12-14,Sunday,1
3664,12-14,Sunday,1
3665,12-14,Sunday,1
3666,12-14,Sunday,1
3667,12-14,Sunday,1
3668,12-14,Sunday,1
3669,12-14,Sunday,1
3670,12-14,Sunday,1
3671,12-14,Sunday,1
3672,12-14,Sunday,1
3673,10-12,Monday,1
3674,10-12,Monday,1
3675,10-12,Monday,1
3676,10-12,Monday,1
3677,10-12,Monday,1
3678,10-12,Monday,1
3679,10-12,Monday,1
3680,10-12,Monday,1
3681,10-12,Monday,1
3682,10-12,Monday,1
3683,10-12,Monday,1
3684,10-12,Monday,1
3685,10-12,Monday,1
3686,10-12,Monday,1
3687,10-12,Monday,1
3688,10-12,Monday,1
3689,10-12,Monday,1
3690,10-12,Monday,1
3691,10-12,Monday,1
3692,10-12,Monday,1
3693,10-12,Monday,1
3694,10-12,Monday,1
3695,10-12,Monday,1
3696,10-12,Monday,1
3697,10-12,Monday,1
3698,10-12,Monday,1
3699,10-12,Monday,1
3700,10-12,Monday,1
3701,10-12,Monday,1
3702,10-12,Monday,1
3703,10-12,Monday,1
3704,10-12,Monday,1
3705,10-12,Monday,1
3706,10-12,Monday,1
3707,10-12,Monday,1
3708,10-12,Monday,1
3709,10-12,Monday,1
3710,10-12,Monday,1
3711,10-12,Monday,1
3712,10-12,Monday,1
3713,10-12,Monday,1
3714,10-12,Monday,1
3715,10-12,Monday,1
3716,10-12,Monday,1
3717,10-12,Monday,1
3718,10-12,Monday,1
3719,10-12,Monday,1
3720,10-12,Monday,1
3721,10-12,Tuesday,1
3722,10-12,Tuesday,1
3723,10-12,Tuesday,1
3724,10-12,Tuesday,1
3725,10-12,Tuesday,1
3726,10-12,Tuesday,1
3727,10-12,Tuesday,1
3728,10-12,Tuesday,1
3729,10-12,Tuesday,1
3730,10-12,Tuesday,1
3731,10-12,Tuesday,1
3732,10-12,Tuesday,1
3733,10-12,Tuesday,1
3734,10-12,Tuesday,1
3735,10-12,Tuesday,1
3736,10-12,Tuesday,1
3737,10-12,Tuesday,1
3738,10-12,Tuesday,1
3739,10-12,Tuesday,1
3740,10-12,Tuesday,1
3741,10-12,Tuesday,1
3742,10-12,Tuesday,1
3743,10-12,Tuesday,1
3744,10-12,Tuesday,1
3745,10-12,Tuesday,1
3746,10-12,Tuesday,1
3747,10-12,Tuesday,1
3748,10-12,Tuesday,1
3749,10-12,Tuesday,1
3750,10-12,Tuesday,1
3751,10-12,Tuesday,1
3752,10-12,Tuesday,1
3753,10-12,Tuesday,1
3754,10-12,Tuesday,1
3755,10-12,Tuesday,1
3756,10-12,Tuesday,1
3757,10-12,Tuesday,1
3758,10-12,Tuesday,1
3759,10-12,Tuesday,1
3760,10-12,Tuesday,1
3761,10-12,Tuesday,1
3762,10-12,Tuesday,1
3763,10-12,Tuesday,1
3764,10-12,Wednesday,1
3765,10-12,Wednesday,1
3766,10-12,Wednesday,1
3767,10-12,Wednesday,1
3768,10-12,Wednesday,1
3769,10-12,Wednesday,1
3770,10-12,Wednesday,1
3771,10-12,Wednesday,1
3772,10-12,Wednesday,1
3773,10-12,Wednesday,1
3774,10-12,Wednesday,1
3775,10-12,Wednesday,1
3776,10-12,Wednesday,1
3777,10-12,Wednesday,1
3778,10-12,Wednesday,1
3779,10-12,Wednesday,1
3780,10-12,Wednesday,1
3781,10-12,Wednesday,1
3782,10-12,Wednesday,1
3783,10-12,Wednesday,1
3784,10-12,Wednesday,1
